stemmed_content,sentiment_label
"['mantap', 'sekali', 'tokopedia']",Positif
"['jual', 'online', 'shop', 'tolak', 'data']",Netral
"['iklan', 'free', 'product', 'guna', 'baru', 'jangan', 'iklan', 'guna', 'lama']",Negatif
['dia'],Netral
['alhamdulillah'],Netral
"['sekarang', 'tidak', 'pilih', 'layan', 'jasa', 'ekspedisi', 'semua', 'atur', 'pakai', 'shopee', 'express', 'hello', 'layan', 'shopee', 'express', 'sangat', 'lama', 'tidak', 'muas']",Negatif
"['luar', 'biasa', 'tokopedia', 'mantap', 'banyak', 'promonya', 'moga', 'happy', 'belanja', 'sini']",Positif
"['aplikasi', 'babi', 'jual', 'tiktok', 'gara', 'akun', 'susah', 'ganti', 'nama', 'tahi']",Negatif
"['aplikasi', 'nya', 'aman', 'bagus', 'sekali', 'saran', 'nih', 'min', 'akun', 'arah', 'tipu', 'lebih', 'baik', 'blokir', 'kasihan', 'orang', 'tidak', 'tahu', 'semogga', 'aplikasi', 'shopee', 'depan', 'makin', 'bagus', 'yaa', 'hati', 'besar']",Positif
"['si', 'shopee', 'sekarang', 'beli', 'paket', 'data', 'jam', 'belum', 'masuk']",Netral
"['parah', 'upload', 'produk', 'susah', 'gagal', 'ikut', 'mutu']",Negatif
"['top', 'cer', 'bagus']",Positif
['abah'],Netral
"['aplikasi', 'marketplace', 'pihak', 'jual', 'bintang', 'produk', 'blokir', 'ulas', 'negatif', 'bintang', 'jual', 'jasa', 'biaya', 'admin']",Netral
['mantap'],Positif
"['tidak', 'mes', 'shopee', 'alasanya', 'melakukam', 'aktivitas', 'lainn', 'padahal', 'pngguna', 'baru']",Negatif
"['rumit', 'upload', 'produk', 'aman', 'aman', 'upload', 'sihijau', 'oren', 'ungu', 'kesan', 'kaya', 'jual', 'nrkoba', 'bintang']",Netral
"['aplikasih', 'bagus']",Positif
"['aplikasi', 'sekarang', 'lambat', 'pas', 'buka', 'aplikasi', 'nunggu', 'menit', 'dulu', 'baru', 'buka', 'chat', 'notifikasi']",Negatif
['bantu'],Positif
"['this', 'is', 'so', 'bad', 'ubah', 'akun', 'affiliate', 'akun', 'pribadi', 'halo', 'coba', 'log', 'aplikasi', 'seller', 'center', 'toko', 'daftar', 'loh', 'sambung', 'akun', 'tiktok', 'aplikasi', 'lepas', 'halo', 'orang', 'akun', 'akun', 'affiliate', 'ubah', 'bintang', 'akun', 'akun', 'normal', 'sangkut', 'seller', 'center', 'ganti', 'nama', 'akun']",Netral
['mantap'],Positif
"['update', 'aplikasi', 'tidak', 'playstore', 'sih', 'sering', 'gagal', 'terus', 'jempol', 'bawah', 'jempol', 'bawah', 'jempol', 'bawah', 'jempol', 'bawah', 'jempol', 'bawah']",Negatif
"['masuk', 'sandi', 'nomor']",Netral
"['syulitakun', 'capai', 'batas', 'sulit', 'kak', 'jual', 'uninstall', 'aplikasi', 'haram']",Netral
"['shopee', 'top']",Netral
"['langgar', 'aplikasi', 'aneh']",Netral
['suka'],Positif
"['moga', 'mudah', 'jual']",Positif
['baik'],Positif
"['tiktok', 'beda', 'kaya', 'taut', 'akun', 'boro', 'boro', 'akun', 'akun', 'lepas', 'taut', 'nunggu', 'wkwkwkw', 'lucu', 'nih', 'tiktok', 'mending', 'kerja', 'freelance']",Netral
['mantap'],Positif
['baikk'],Netral
"['bagus', 'jadi', 'blanyja', 'nya', 'tinggal', 'dduk', 'rumah']",Positif
"['mudah', 'jual']",Positif
"['respon', 'cepat']",Positif
"['berat', 'sekali', 'jaring', 'data', 'makin', 'besar', 'tidak', 'kompres', 'apa', 'y', 'wajah', 'pusing']",Negatif
"['makin', 'pelit', 'sama', 'voucher', 'banyak', 'syarat', 'voucher', 'telur', 'coba', 'diskon', 'ribu', 'min', 'belanja', 'ribu', 'rubah', 'event', 'gratis', 'ongkir', 'min', 'ribu', 'naik', 'ribu', 'biaya', 'transaksi', 'sekarang', 'voucher', 'gratis', 'ongkir', 'tidak', 'gabung', 'sama', 'voucher', 'cashback', 'kupon', 'gabung', 'sama', 'voucher', 'coba', 'toko', 'pasu', 'koin', 'kurang', 'kalau', 'transaksi', 'tidak', 'bayar', 'pakai', 'koin', 'auto', 'pindah']",Negatif
['mantap'],Positif
"['tarik', 'saldo', 'hasil', 'jual', 'minggu', 'taris', 'saldo', 'gagal']",Netral
"['metode', 'bayar', 'gopay', 'tidak', 'padahal', 'jadi']",Negatif
"['kecewa', 'tiktok', 'shop', 'langgar', 'video', 'jual', 'bingung', 'batasin', 'anggap', 'langgar', 'poin', 'tambah', 'minat', 'orang', 'tiktok', 'shop', 'baik', 'kasih', 'tanda', 'produk', 'jual', 'jual']",Positif
"['rekomendasi', 'jual', 'saldo', 'jual', 'ampun', 'dikitdikit', 'langgar', 'pikir', 'sederhana', 'tua', 'parah', 'ampun', 'diskon', 'deh', 'kembang']",Netral
"['selalu', 'halaman', 'utama']",Netral
"['gimana', 'mau', 'kasih', 'ulas', 'tidak', 'sama', 'barang', 'beli']",Netral
"['aplikasi', 'cuan']",Netral
['oke'],Positif
"['lama', 'nih', 'dowload', 'nya']",Negatif
"['kakak', 'bagaimana', 'cara', 'ambil', 'diamon', 'ff']",Netral
"['ko', 'akun', 'mau', 'narik', 'duit', 'tidak', 'terus', 'yaa']",Negatif
"['nyesal', 'dowloadnya', 'tidak', 'sama', 'sekali', 'buka', 'muter', 'muter', 'terus', 'parah', 'sihh', 'buat', 'mau', 'download', 'urung', 'niat', 'dekk', 'nyesal']",Negatif
"['bagus', 'terima', 'kasih', 'tiktok']",Positif
"['kupon', 'guna', 'pertama', 'tidak', 'pakai', 'bersin', 'bersin']",Negatif
"['shoope', 'ekspedisi', 'kacaw', 'masa', 'order', 'bulan', 'belum', 'datang', 'order', 'kata', 'toko', 'harus', 'ekspedisi', 'j', 't', 'ekspress', 'kerja', 'jelek', 'in', 'barang', 'hey', 'dulu', 'pakai', 'shoope', 'baru', 'sekarang', 'shoope', 'tidak', 'amanah', 'sekali', 'gila', 'buat', 'kalian', 'jangan', 'bayar', 'pakai', 'seabank', 'bayar', 'nya', 'cod', 'kalau', 'cod', 'cepat', 'kalau', 'pakai', 'seabank', 'serasa', 'main']",Negatif
"['susah', 'daftar', 'kode', 'verifikasi', 'kasih', 'gmail', 'salah', 'masuk', 'sulit']",Netral
"['kapok', 'jual', 'dsniharus', 'nunggu', 'minggu', 'uang', 'cairkasian', 'modal', 'sedikitt']",Netral
"['cukup', 'video', 'review', 'saran', 'tidak', 'usah', 'video', 'tik', 'tok']",Negatif
"['sumpah', 'nyeselin', 'sekali', 'lot', 'parah', 'sangat', 'uji', 'sabar', 'mau', 'beli', 'token', 'listrik', 'sampek', 'menit', 'kira', 'masalah', 'jaring', 'nyata', 'lihat', 'lain', 'bilang', 'lot', 'gara', 'banyak', 'fitur', 'jadi', 'berat']",Negatif
"['marketplace', 'andal', 'pokok', 'lama', 'hampir', 'tahun', 'belanja', 'sini', 'alhamdulillah', 'tidak', 'pernah', 'kecewa', 'sedikit', 'saran', 'kurang', 'fitur', 'aplikasi', 'tidak', 'terlalu', 'penting', 'aplikasi', 'tidak', 'makan', 'banyak', 'ruang', 'memori', 'penting', 'lancar', 'belanja', 'wajah', 'gembira', 'mata', 'bahagia', 'lipat', 'tangan']",Negatif
"['sekarang', 'layan', 'tokopedia', 'sering', 'lambat', 'kirim', 'walaupun', 'member', 'silver', 'putus', 'tidak', 'beli', 'tokopedia', 'terimakasih', 'tokopedia']",Negatif
"['download', 'jelekk']",Netral
"['saran', 'usaha', 'online', 'tiktok', 'shop', 'kali', 'pesan', 'terima', 'beli', 'uang', 'cair', 'minggu', 'informasi', 'usaha', 'modal', 'jual', 'tiktok', 'shop', 'modal', 'susah', 'putar', 'alami']",Netral
"['mudah', 'dioprasikan']",Positif
"['aplikasi', 'sialanbos', 'daftar', 'masuk']",Netral
"['mantap', 'sopi']",Positif
"['shopyy', 'sale', 'memang', 'bagus']",Positif
"['produk', 'muncul', 'tampil', 'status', 'toko', 'buka', 'fitur', 'libur', 'guna']",Netral
['oke'],Positif
"['putra', 'motor', 'bantu', 'jual']",Positif
"['meski', 'update', 'versi', 'baru', 'tetap', 'lelet', 'jadi', 'makin', 'banyak', 'waktu', 'perlu', 'cari', 'cari', 'produk']",Negatif
['buruk'],Negatif
"['oke', 'mantul']",Positif
"['shopee', 'nya', 'kaya', 'taii', 'ihh', 'ngeselin', 'sekali', 'shopee', 'nya', 'lemott', 'wajah', 'bosan', 'wajah', 'bosan']",Netral
"['menginstal', 'aplikasi', 'bang']",Netral
"['saran', 'buat', 'toped', 'baru', 'ui', 'nya', 'lebih', 'modern', 'warna', 'bagus', 'si', 'warna', 'hijau', 'enak', 'mata', 'baik', 'bug', 'nya', 'ikut', 'kata', 'konstumer']",Positif
"['aplikasi', 'jelasjualan', 'order', 'event', 'membludaktiba', 'banned', 'deteksi', 'lapor', 'produk', 'palsuya', 'kali', 'jual', 'sembako', 'produk', 'palsuketerangan', 'gambarbarang', 'toko']",Netral
"['sangat', 'sayang', 'notifikasi', 'muncul', 'spam']",Netral
"['top', 'markotop', 'aplikasi', 'nya', 'sesuai', 'semua', 'tidak', 'mirip', 'aplikasi', 'belah', 'chuuaakkss']",Negatif
['bagus'],Positif
"['kurang', 'profesional', 'pilih', 'mitra', 'langgan', 'lama', 'shopee', 'kecewa', 'satu', 'toko']",Negatif
"['keluar', 'sendiri']",Netral
"['bijak', 'baik', 'discount', 'platform', 'kembali', 'barang', 'jual', 'ganti', 'biaya', 'platform', 'biaya', 'ongkir', 'tanggung', 'jual', 'gamain', 'juamlahnya', 'ribu', 'tolong', 'jual', 'mohon', 'adil', 'untung']",Positif
"['komplain', 'barang', 'kirim', 'rusak', 'malah', 'bela', 'jual', 'rugi', 'in', 'sekali', 'aplikasi']",Negatif
"['sekarang', 'tidak', 'pakai', 'semua', 'koin']",Negatif
"['semenjak', 'update', 'jadi', 'lot', 'parah', 'asa', 'main', 'game', 'padahal', 'scrol', 'belanja', 'depan', 'nya', 'baik', 'wahai', 'pihak', 'shopee']",Negatif
"['makasih', 'tokopedia', 'menaktir', 'semua']",Netral
['bantu'],Positif
"['barang', 'murah', 'banyak', 'diskon', 'lemah', 'shopee', 'belum', 'nyaring', 'basmi', 'jual', 'tipu', 'produk', 'kamu']",Netral
"['ck', 'tamba', 'gennah', 'suwe', 'nyairno', 'dana', 'ngawor', 'gilir', 'telat', 'kirim', 'barang', 'langsung', 'langgar', 'utekmu', 'gaween', 'lek', 'wes', 'waya', 'e', 'cair', 'ojok', 'mok', 'cair', 'nomor', 'jam']",Netral
"['terimah', 'kasih', 'developer', 'moga', 'dagang', 'laris']",Positif
['mantap'],Positif
['lot'],Negatif
"['terlalu', 'sering', 'update']",Netral
"['bang', 'mau', 'bilang', 'bagus', 'shopee', 'kali', 'moa', 'panggil']",Positif
"['suka', 'sekalidi', 'samping', 'pasar', 'produkbisa', 'belanja', 'mudah', 'aman']",Positif
"['shopee', 'makin', 'hati', 'terus', 'tingkat', 'jempol', 'atas', 'warna', 'kulit', 'cerah', 'sedang']",Netral
"['maksud', 'kunjung', 'nomor', 'hp', 'pakai', 'install', 'tik', 'tod', 'ngelawak', 'nih', 'tiktod', 'shop', 'kaya', 'tiktod', 'lambat', 'daftar']",Negatif
"['bintang', 'medium', 'putih', 'bintang', 'medium', 'putih', 'bintang', 'medium', 'putih', 'bintang', 'medium', 'putih', 'bintang', 'medium', 'putih']",Netral
"['terima', 'kasih', 'tiktok', 'manfaat']",Positif
['suka'],Positif
"['aplikasi', 'bagus', 'mantap']",Positif
"['login', 'verifikasi', 'gambar', 'eror', 'aplikasi', 'bagus']",Positif
"['shopee', 'sekarang', 'lot', 'sangat', 'padahal', 'sinyal', 'bagus', 'yaa', 'sekarang', 'padahal', 'klaim', 'gratis', 'ongkir', 'pas', 'mau', 'checkout', 'belanja', 'tidak', 'gratis', 'ongkir', 'nya', 'tidak', 'pakai', 'padahal', 'ngikuti', 'sesuai', 'anjur']",Negatif
"['aplikasi', 'aneh', 'pelanggarankirim', 'email', 'robot']",Netral
['baik'],Positif
['good'],Positif
['bagus'],Positif
"['loading', 'terus', 'terus', 'loading', 'loading', 'terus', 'jempol', 'bawah']",Netral
['mantap'],Positif
"['masalah', 'ekspedisi', 'sering', 'gagal']",Negatif
"['tawar', 'sangat', 'tarik', 'harga', 'jangkau']",Netral
"['pangalaman', 'kata', 'bebas', 'ongkirr', 'datang', 'tugas', 'minta', 'ongkir', 'barang', 'mahal', 'tidak', 'cocok', 'janji']",Negatif
"['sangat', 'bagus', 'jempol', 'atas', 'warna', 'kulit', 'cerah', 'jempol', 'atas', 'warna', 'kulit', 'cerah', 'jempol', 'atas', 'warna', 'kulit', 'cerah']",Positif
"['shopee', 'lelet', 'tak', 'jelas', 'kelas', 'usaha', 'gede', 'macam', 'zonk', 'jangan', 'nyalahin', 'jaring', 'kalah', 'sama', 'toko', 'dia']",Negatif
"['layan', 'tokopedia', 'eror', 'ongkirnya']",Netral
['baik'],Positif
"['pakai', 'tokped', 'sejak', 'lama', 'puas', 'masalah', 'sulit', 'sekali', 'hub', 'call', 'center', 'tokped', 'chat', 'pagi', 'jawab', 'sore', 'selalu', 'jawab', 'nya', 'sama', 'daan', 'tidak', 'solusi', 'kalau', 'masalah', 'selesai', 'rubah', 'rating', 'nya']",Negatif
"['tolol', 'aplikasi', 'cacat', 'regis', 'hp', 'pakai', 'pc', 'upload', 'produk', 'tolak', 'gagal', 'kali', 'cacat', 'mutu', 'shopee', 'usung', 'tokped', 'bikin', 'malu', 'upload', 'produk', 'susah', 'tiktok', 'rumit']",Negatif
['oke'],Positif
"['woii', 'min', 'berapa', 'bulan', 'kamu', 'tidak', 'update', 'aplikasi', 'nya', 'kesal', 'lot', 'sekali', 'dahh', 'wajah', 'sangat', 'marah', 'wajah', 'sangat', 'marah', 'wajah', 'sangat', 'marah']",Negatif
"['susah', 'skl', 'upgrade']",Negatif
"['ketat', 'atur', 'langgar', 'hapus', 'produk', 'diupload', 'tunjuk', 'teori', 'praktik']",Netral
['top'],Netral
"['kembang', 'baik']",Positif
"['aplikasi', 'oke']",Positif
"['pakai', 'voucher', 'gratis', 'ongkir', 'ongkirnya', 'kata', 'gratis', 'ongkir']",Netral
"['bulan', 'tiap', 'buka', 'aplikasih', 'lot', 'wajah', 'menang', 'update', 'tetap', 'lot']",Negatif
"['banyak', 'kecewa', 'ny', 'timbang', 'baik', 'ny']",Netral
"['sangat', 'bantu', 'sangat', 'muas']",Positif
"['verifikasi', 'dokumen', 'gontaganti', 'ktp', 'please', 'help', 'me']",Netral
['mantap'],Positif
['oke'],Positif
['top'],Netral
['mantab'],Netral
"['bagus', 'bantu', 'jual', 'terima', 'kasih']",Positif
['oke'],Positif
"['update', 'suka', 'keluar', 'sendiri', 'aplikasi', 'nge', 'bug', 'lot', 'sekali', 'padahal', 'signal', 'nya', 'full']",Netral
"['tutup', 'samapi', 'tutup', 'buka', 'tolak', 'aju', 'seler', 'teh']",Netral
['oke'],Positif
"['kurang', 'diskon']",Netral
"['kirim', 'cepat', 'barang', 'sesuai', 'gambar']",Positif
['bantu'],Positif
"['gila', 'aplikasi', 'upload', 'tinjau', 'produk', 'gagal', 'ribu', 'kali', 'edit', 'hasil', 'gila', 'ah', 'nyengsarain', 'seller', 'seller', 'tuh', 'upload', 'produk', 'parah']",Negatif
"['makin', 'lot']",Negatif
"['apk', 'tolol']",Netral
"['langgan', 'heran', 'deh', 'kesini', 'jelek', 'kemarin', 'masukin', 'produk', 'susah', 'langgar', 'salah', 'kadang']",Negatif
"['usaha', 'tidak']",Negatif
"['makik', 'hancor', 'sinyal', 'bukan', 'nya', 'baik', 'cepat', 'langgan', 'banyak', 'keluh', 'trima', 'kasih', 'belum']",Positif
"['abis', 'baru', 'lancar', 'eh', 'tiba', 'sering', 'relog', 'sendiri', 'hampir', 'hari', 'mana', 'butuh', 'hemm']",Netral
"['toko', 'dia', 'yes']",Netral
"['wah', 'parah', 'sekarang', 'biaya', 'layan', 'ribu', 'per', 'checkout', 'lahh', 'unistall', 'pindah', 'tetangga', 'belah', 'lebih', 'wah', 'gratis', 'ongkir', 'cashback', 'nya']",Negatif
['lumayan'],Netral
"['sangat', 'senang', 'belanja', 'shopee']",Positif
"['coba', 'gas']",Netral
"['app', 'seller', 'ribet', 'dikitdikit', 'langgar', 'akun', 'nonaktif', 'nonaktif', 'kaya']",Netral
"['aplikasi', 'akun', 'nonaktif', 'baik', 'kali', 'saldooku', 'disitupadahl', 'kesalahanbagaimana', 'aktif', 'kembaliaku', 'akun', 'saldokuu', 'hilangg', 'anehh', 'nih', 'aplikasi', 'rugi', 'jual']",Netral
"['aplikasi', 'nya', 'bingung', 'wajah', 'pikir']",Netral
"['jual', 'produk', 'orang', 'masuk', 'produk', 'hadeehh']",Netral
"['tidak', 'masuk', 'padahal', 'terinstall', 'gimana', 'nih']",Negatif
"['benar', 'toko', 'dia', 'bagi', 'voucher', 'syarat', 'pasu', 'kode', 'beri']",Netral
"['sukurin', 'tutup', 'perintah', 'mangknya', 'tiktok', 'susah', 'fyp', 'bentar', 'langgar', 'gilir', 'jual', 'blokir', 'tiktok', 'shop', 'goblok']",Negatif
"['topup', 'va', 'ko', 'tidak', 'masuk', 'yaa']",Negatif
"['cukup', 'bagus', 'sih', 'tokopedia', 'sayang', 'lama', 'sekali', 'bagi', 'kurir', 'sama', 'kota', 'hampir', 'hari']",Netral
"['suka', 'good', 'job', 'shoppe', 'lebih', 'banyak', 'gratis', 'ongkir', 'sale', 'besar', 'an', 'x', 'broo', 'apk', 'x']",Positif
"['belum', 'pakai', 'gratis', 'ongkir', 'ribu', 'anggap', 'pakai', 'padahal', 'akun', 'tera', 'kuota', 'tanya', 'admin', 'malah', 'mirip', 'bicara', 'sama', 'tembok', 'jawab', 'jawab', 'konyol', 'usaha', 'besar', 'gabung', 'bukan', 'tambah', 'bagus', 'malah', 'tambah', 'rusak', 'csnya', 'mirip', 'sdm', 'rendah', 'kalau', 'mau', 'maju', 'buang', 'semua', 'cs', 'sekarang', 'ganti', 'tingkat', 'kualifikasi', 'terima', 'misal', 'minimal', 's', 'biar', 'lebih', 'ngotak']",Positif
"['mau', 'bayar', 'lewat', 'shoopepay', 'malah', 'shoopepay', 'nya', 'tidak', 'buka']",Negatif
"['dana', 'jual', 'masuk', 'minggu', 'masuk', 'masuk', 'beda', 'tokopedia', 'langsung', 'masuk', 'shoppe', 'tiktok', 'parah']",Negatif
"['sih', 'susah', 'daptar']",Negatif
"['ribet', 'sih', 'post', 'produk']",Netral
['oke'],Positif
['mantap'],Positif
"['banyak', 'atur', 'proses', 'pencairanya', 'kasih', 'ulas']",Positif
"['baru', 'jugak', 'instal', 'belum', 'pesan', 'kok', 'malah', 'log', 'out', 'yaa', 'masuk', 'tidak', 'wajah', 'mata', 'atas', 'kecewa', 'wajah', 'mata', 'atas', 'jelasin']",Negatif
"['nonaktif', 'resiko', 'langgar', 'aplikasi', 'jual', 'sensitif', 'recomended', 'jual', 'moga', 'sepi', 'wkwk']",Netral
['good'],Positif
"['makin', 'lama', 'makin', 'tidak', 'karuan', 'ups', 'halaman', 'sedang', 'baik', 'mohon', 'tunggu', 'sebentar', 'terus', 'terus', 'in']",Negatif
"['tokopedia', 'memang', 'keren', 'suka', 'belanja', 'tokopedia', 'tokopedia', 'selalu', 'selalu']",Positif
['bantu'],Positif
['upgrade'],Netral
"['tokopedia', 'memang', 'mantap', 'produk', 'banyak', 'harga', 'sahabat', 'servis', 'cepat', 'muas', 'banyak', 'gamea', 'hadiah', 'terimakasih', 'tokopedia', 'maju', 'terus', 'makin', 'jaya']",Positif
"['bintang', 'dulu', 'soal', 'pernah', 'kecewa', 'waktu', 'komplain', 'shopee', 'perihal', 'barang', 'pernah', 'tidak', 'ulah', 'jual', 'kurang', 'ajar', 'duit', 'tetap', 'masuk', 'jual', 'tanggap', 'pihak', 'shopee', 'kurang', 'respon']",Negatif
"['paksa', 'bintang', 'kurang', 'kurir', 'gratis', 'ongkir', 'via', 'anter', 'selalu', 'kecewa']",Negatif
"['oke', 'tokopedia', 'hp', 'tidak', 'download', 'aplikasi', 'kemari', 'download', 'error', 'terus', 'maaf', 'tokped', 'beri', 'rating', 'dulu']",Negatif
"['bantu', 'terima', 'kasih', 'tiktok', 'seller']",Positif
['oke'],Positif
"['aplikasi', 'menyenangkanmempersulit', 'orang', 'lulus', 'daftar', 'idmasih', 'mudah', 'daftar', 'app', 'shop', 'lai']",Positif
"['tampil', 'mudah', 'fahami']",Positif
"['ngebug', 'terus']",Netral
"['aplikasi', 'lot']",Negatif
"['parahparah', 'seller', 'henti', 'jual', 'tiktok', 'shop', 'jual', 'tiktok', 'shop', 'orang', 'naikin', 'logo', 'beli', 'lokal', 'ajaatau', 'kenal', 'tiktok', 'palfom', 'falfom', 'mah', 'adil', 'mah']",Netral
"['sangat', 'batu']",Netral
"['potong', 'kerjasama', 'tokopedia', 'potong', 'minimal', 'tarik', 'uang', 'hasil', 'hasil', 'hasil', 'minimal', 'tarik', 'uang', 'bank', 'selesai', 'pesan', 'aplikasi', 'nunggu', 'barang', 'terima', 'beli', 'bjirt']",Positif
"['bintang', 'jelek', 'cht', 'ribet']",Negatif
"['bintang', 'tiga', 'dulu']",Netral
"['bagus', 'sii', 'sygnya', 'ram', 'd', 'bawah', 'giga', 'lot', 'apk', 'nya']",Netral
"['pas', 'daftar', 'gagal', 'nama', 'sesuai', 'ktp', 'otomatis', 'nama', 'spasi', 'ketik', 'manual', 'kasih', 'spasi', 'eh', 'tolak', 'dah', 'sesuai', 'nama', 'ktp']",Positif
"['sangat', 'murah', 'coy']",Netral
"['aplikasi', 'membantuterimakasih']",Netral
['oke'],Positif
"['bantu', 'sekali']",Positif
"['ribet', 'buruk']",Negatif
"['spam', 'anjing']",Netral
"['hterima', 'kasih', 'tokopedia']",Positif
"['aplikasi', 'belanja', 'online', 'sangat', 'cocok', 'buat', 'main', 'game', 'game', 'nya', 'banyak', 'meski', 'tidak', 'hasil', 'uang', 'hadiah', 'beri', 'paling', 'cuma', 'rp', 'kalau', 'mau', 'main', 'game', 'lebih', 'isi', 'koin', 'marketplace', 'ato', 'game', 'on', 'line', 'jual', 'nakal', 'banyak', 'numpang', 'hidup', 'sini', 'dukung', 'shoppe', 'kalau', 'beli', 'tahu', 'tipu', 'tolak', 'barang', 'hukum', 'bel', 'nonaktif', 'aku', 'jual', 'nakal', 'bebas', 'jadi', 'benalu', 'sini', 't', 'kamu']",Negatif
"['aplikasi', 'akun', 'hapus', 'situ', 'saldo', 'rugi', 'guna', 'aplikasi', 'rugi', 'buatuang', 'ambil', 'aku', 'login']",Negatif
['rumit'],Netral
"['produk', 'sutra', 'jual', 'tiktok', 'daftar', 'produk', 'gagal']",Netral
"['download', 'kak', 'kak']",Netral
['cepat'],Positif
"['bahaya', 'seller', 'langgan', 'batal', 'pesan', 'tuju', 'seller', 'seller', 'pilih', 'ekspedisi']",Netral
"['susah', 'up', 'produk']",Negatif
"['aplikasi', 'parah', 'akun', 'tiba', 'non', 'aktif', 'bilang', 'ngelakuin', 'indikas', 'langgar', 'gampang', 'sangat', 'non', 'aktif', 'akun', 'orang', 'senak', 'padahal', 'tidak', 'lakuin', 'langgar', 'apa', 'cuma', 'baru', 'mau', 'cek', 'status', 'barang', 'mau', 'beli', 'tahu', 'non', 'aktif', 'duit', 'shopee', 'pay', 'kemanain', 'woy', 'tidak', 'lakuin', 'apa', 'akun', 'non', 'aktif', 'jangan', 'sekal', 'deh', 'buat', 'isi', 'shopeepay', 'jadi', 'kaya', 'gin', 'tahu', 'non', 'aktif', 'terang', 'tidak', 'jelas']",Negatif
"['download', 'aplikasi']",Netral
"['bantu', 'mula', 'jual', 'online', 'moga', 'lancar']",Positif
"['cinta', 'sekali', 'sama', 'now']",Netral
"['mau', 'update', 'lama', 'sekali', 'wajah', 'pikir', 'wajah', 'pikir', 'wajah', 'pikir']",Negatif
['manfaat'],Positif
['bagus'],Positif
"['bikin', 'fitur', 'bayar', 'sfood', 'pakai', 'spaylater']",Netral
"['order', 'cancel', 'otomatis']",Netral
"['sangat', 'puas', 'belanja', 'shopee']",Positif
"['pakai', 'bayar', 'order']",Netral
"['shopee', 'mantab']",Netral
"['sangat', 'bantu']",Positif
"['blokir', 'produk', 'marketplace', 'jual', 'marketplace', 'tiktokshop', 'produk', 'kena', 'blokir']",Netral
"['login', 'verifikasi', 'gambar', 'muncul', 'masuk']",Netral
"['cengitt', 'ongkir', 'bos']",Netral
"['terikasih', 'sukses']",Netral
"['akun', 'daftar', 'aplikasi', 'didownload', 'apaapa', 'akun', 'nonaktif', 'tuh', 'bikin', 'aplikasi']",Netral
"['kok', 'tidak', 'instal']",Negatif
"['lumayan', 'bantu']",Positif
"['paket', 'sedang', 'antar', 'kurir', 'tuju', 'lokasi', 'ku', 'notifikasi', 'nya', 'kurang', 'jelas', 'apa', 'antar', 'belum', 'mohon', 'baik', 'kak']",Positif
"['aplikasi', 'kocak', 'login', 'bisaselalu', 'verifikasi', 'dokumensudah', 'hubung', 'emailjawaban', 'muter', 'kasih', 'solusi']",Positif
"['utama', 'tiktok', 'kurir', 'lamasurabaya', 'sidoaejo', 'minggu', 'parah', 'pilih', 'kurir', 'transaksi', 'ulas', 'toko', 'mayoritas', 'kirim', 'lamabarang', 'rusak', 'baik', 'biar', 'beli', 'jual', 'rugi']",Negatif
"['biaya', 'admin', 'double', 'anjir', 'pas', 'co', 'lewat', 'paylater', 'biaya', 'admin', 'habis', 'pas', 'bayar', 'biaya', 'admin', 'jempol', 'bawah', 'tanda', 'silang']",Netral
"['mantap', 'jiwa']",Positif
"['tuk', 'malas', 'keluar', 'cocok', 'pakai', 'aplikasi', 'tuk', 'biaya', 'kirim', 'mesti', 'cekout', 'baru', 'tahu', 'kurang', 'praktis', 'tidak', 'tahu', 'cara', 'nya', 'tidak', 'tahu', 'deh', 'lipat', 'tangan']",Negatif
"['tokopedia', 'memang', 'mantap', 'jempol', 'atas', 'jempol', 'atas', 'barang', 'kirim', 'sesuai', 'pesan']",Positif
['mantap'],Positif
"['ko', 'aplikasi', 'tidak', 'diupdate', 'si']",Negatif
"['ganti', 'bintang', 'jadi', 'rena', 'fitur', 'bayar', 'sekaligus', 'tagih', 'co', 'kupon', 'tidak', 'guna', 'kurir', 'salah', 'kirim', 'barang', 'respon', 'pusat', 'bantu', 'tokoped', 'lambat', 'sekali', 'mirip', 'arah', 'mesin', 'jawab', 'otomatis', 'sedang', 'bicara', 'robot']",Negatif
"['tiktok', 'seller', 'saldo', 'jual', 'cair', 'minggu', 'tahan', 'coba', 'customer', 'service', 'nunggu', 'minggu', 'oke', 'minggu', 'cair', 'sih']",Positif
['mantap'],Positif
"['kasih', 'bintang', 'dulu', 'baru', 'jendral', 'punya', 'bintang', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",Positif
"['kecewa', 'sekali', 'sama', 'shopee', 'toko', 'jualn', 'barang', 'kamu', 'banyak', 'sekali', 'terus', 'barang', 'toko', 'suka', 'nipu', 'banyak', 'sekali', 'tidak', 'blokir', 'kasihan', 'beli', 'keluar', 'uang', 'lumayan', 'eh', 'barang', 'nya', 'tidak', 'sesuai', 'kasihan', 'sekali', 'sih', 'jangan', 'biarin', 'nya', 'banyak', 'tidak', 'mau', 'beli', 'shopee']",Negatif
"['lama', 'nyaman']",Negatif
"['balde', 'official', 'terima', 'kasih', 'tik', 'tok', 'sukses', 'pokok']",Positif
['jelek'],Negatif
"['sorry', 'nihh', 'cari', 'pods', 'vape', 'tidak', 'cari', 'baik', 'dongs']",Netral
